Customer Number,Customer Identifier,Customer Details,Market Segment Code,Phone Number,Account Balance,Market Segment,Comment
255,Customer#000000255,Details for Customer 255,15,33-164-370-5571,1753.99,ELECTRONICS,Excellent customer service experience 255
256,Customer#000000256,Details for Customer 256,18,87-393-664-9908,639.08,ELECTRONICS,Excellent customer service experience 256
257,Customer#000000257,Details for Customer 257,15,12-214-453-2230,1066.05,FURNITURE,Excellent customer service experience 257
258,Customer#000000258,Details for Customer 258,16,27-400-811-8195,1639.55,BUILDING,Excellent customer service experience 258
259,Customer#000000259,Details for Customer 259,11,33-199-851-4143,609.72,ELECTRONICS,Excellent customer service experience 259
260,Customer#000000260,Details for Customer 260,14,67-603-943-7329,1645.84,FURNITURE,Excellent customer service experience 260
261,Customer#000000261,Details for Customer 261,15,20-108-882-9799,1943.02,FURNITURE,Excellent customer service experience 261
262,Customer#000000262,Details for Customer 262,13,36-919-525-4113,1027.81,AUTOMOBILE,Excellent customer service experience 262
263,Customer#000000263,Details for Customer 263,19,55-451-766-4829,1806.99,AUTOMOBILE,Excellent customer service experience 263
264,Customer#000000264,Details for Customer 264,16,79-689-877-4349,1225.17,BUILDING,Excellent customer service experience 264
265,Customer#000000265,Details for Customer 265,18,12-339-516-2960,683.71,BUILDING,Excellent customer service experience 265
266,Customer#000000266,Details for Customer 266,17,16-293-409-3407,630.49,AUTOMOBILE,Excellent customer service experience 266
267,Customer#000000267,Details for Customer 267,14,62-674-334-8543,1098.95,FURNITURE,Excellent customer service experience 267
268,Customer#000000268,Details for Customer 268,17,86-926-529-4926,1434.01,FURNITURE,Excellent customer service experience 268
269,Customer#000000269,Details for Customer 269,18,86-372-423-4286,1792.67,ELECTRONICS,Excellent customer service experience 269
270,Customer#000000270,Details for Customer 270,11,34-233-824-1765,1176.96,BUILDING,Excellent customer service experience 270
271,Customer#000000271,Details for Customer 271,14,20-204-288-9537,1212.22,BUILDING,Excellent customer service experience 271
272,Customer#000000272,Details for Customer 272,15,36-765-322-3329,1845.07,BUILDING,Excellent customer service experience 272
273,Customer#000000273,Details for Customer 273,15,79-383-292-2481,679.51,AUTOMOBILE,Excellent customer service experience 273
274,Customer#000000274,Details for Customer 274,13,88-545-907-3484,1944.98,ELECTRONICS,Excellent customer service experience 274
275,Customer#000000275,Details for Customer 275,18,79-134-579-2922,1668.3,ELECTRONICS,Excellent customer service experience 275
276,Customer#000000276,Details for Customer 276,13,88-895-767-7336,883.05,BUILDING,Excellent customer service experience 276
277,Customer#000000277,Details for Customer 277,15,95-348-841-8953,1324.37,FURNITURE,Excellent customer service experience 277
278,Customer#000000278,Details for Customer 278,13,82-236-913-6652,671.32,FURNITURE,Excellent customer service experience 278
279,Customer#000000279,Details for Customer 279,14,31-443-229-7054,1833.56,ELECTRONICS,Excellent customer service experience 279
280,Customer#000000280,Details for Customer 280,16,66-687-764-3039,1931.01,AUTOMOBILE,Excellent customer service experience 280
281,Customer#000000281,Details for Customer 281,11,41-761-832-4804,1176.42,ELECTRONICS,Excellent customer service experience 281
282,Customer#000000282,Details for Customer 282,19,75-707-750-3096,1493.72,FURNITURE,Excellent customer service experience 282
283,Customer#000000283,Details for Customer 283,19,31-815-599-9324,522.15,ELECTRONICS,Excellent customer service experience 283
284,Customer#000000284,Details for Customer 284,17,88-537-583-4576,1470.04,FURNITURE,Excellent customer service experience 284
285,Customer#000000285,Details for Customer 285,16,65-526-860-6014,1297.9,FURNITURE,Excellent customer service experience 285
286,Customer#000000286,Details for Customer 286,15,49-134-391-6092,1080.39,ELECTRONICS,Excellent customer service experience 286
287,Customer#000000287,Details for Customer 287,12,62-323-866-6819,1507.92,BUILDING,Excellent customer service experience 287
288,Customer#000000288,Details for Customer 288,19,46-661-630-8565,1124.85,ELECTRONICS,Excellent customer service experience 288
289,Customer#000000289,Details for Customer 289,13,64-346-291-2071,1075.95,ELECTRONICS,Excellent customer service experience 289
290,Customer#000000290,Details for Customer 290,15,21-847-342-7101,1376.03,FURNITURE,Excellent customer service experience 290
291,Customer#000000291,Details for Customer 291,18,74-994-734-8313,1821.17,ELECTRONICS,Excellent customer service experience 291
292,Customer#000000292,Details for Customer 292,13,43-140-327-7627,657.09,FURNITURE,Excellent customer service experience 292
293,Customer#000000293,Details for Customer 293,11,42-764-735-3651,1609.28,FURNITURE,Excellent customer service experience 293
294,Customer#000000294,Details for Customer 294,19,55-625-264-4370,683.21,AUTOMOBILE,Excellent customer service experience 294
295,Customer#000000295,Details for Customer 295,16,34-916-407-4568,1028.67,FURNITURE,Excellent customer service experience 295
296,Customer#000000296,Details for Customer 296,17,41-772-272-3650,1749.66,BUILDING,Excellent customer service experience 296
297,Customer#000000297,Details for Customer 297,18,18-117-723-7806,1510.56,FURNITURE,Excellent customer service experience 297
298,Customer#000000298,Details for Customer 298,11,39-868-594-3566,998.92,FURNITURE,Excellent customer service experience 298
299,Customer#000000299,Details for Customer 299,19,89-249-694-7679,1654.58,ELECTRONICS,Excellent customer service experience 299
300,Customer#000000300,Details for Customer 300,17,68-239-154-4392,507.59,ELECTRONICS,Excellent customer service experience 300
301,Customer#000000301,Details for Customer 301,13,34-141-390-3242,1824.96,BUILDING,Excellent customer service experience 301
302,Customer#000000302,Details for Customer 302,17,18-744-295-7564,1164.53,AUTOMOBILE,Excellent customer service experience 302
303,Customer#000000303,Details for Customer 303,19,76-931-445-6756,1982.65,ELECTRONICS,Excellent customer service experience 303
304,Customer#000000304,Details for Customer 304,14,34-645-532-1300,1412.4,FURNITURE,Excellent customer service experience 304
305,Customer#000000305,Details for Customer 305,11,66-839-493-5271,833.28,AUTOMOBILE,Excellent customer service experience 305
306,Customer#000000306,Details for Customer 306,11,14-431-460-1777,1841.2,ELECTRONICS,Excellent customer service experience 306
307,Customer#000000307,Details for Customer 307,18,99-223-941-5185,1346.47,FURNITURE,Excellent customer service experience 307
308,Customer#000000308,Details for Customer 308,12,78-642-659-2441,642.38,FURNITURE,Excellent customer service experience 308
309,Customer#000000309,Details for Customer 309,10,94-409-860-2345,1095.43,ELECTRONICS,Excellent customer service experience 309
310,Customer#000000310,Details for Customer 310,18,40-909-265-7281,1921.91,AUTOMOBILE,Excellent customer service experience 310
311,Customer#000000311,Details for Customer 311,15,95-679-130-6783,748.67,BUILDING,Excellent customer service experience 311
312,Customer#000000312,Details for Customer 312,15,91-238-659-7534,759.43,ELECTRONICS,Excellent customer service experience 312
313,Customer#000000313,Details for Customer 313,13,80-121-519-3283,1455.63,AUTOMOBILE,Excellent customer service experience 313
314,Customer#000000314,Details for Customer 314,10,37-906-264-2038,1320.61,FURNITURE,Excellent customer service experience 314
315,Customer#000000315,Details for Customer 315,11,47-387-684-5515,558.43,AUTOMOBILE,Excellent customer service experience 315
316,Customer#000000316,Details for Customer 316,17,81-187-414-2976,737.09,FURNITURE,Excellent customer service experience 316
317,Customer#000000317,Details for Customer 317,14,77-975-565-5968,1881.57,ELECTRONICS,Excellent customer service experience 317
318,Customer#000000318,Details for Customer 318,14,63-392-309-6032,566.66,FURNITURE,Excellent customer service experience 318
319,Customer#000000319,Details for Customer 319,14,50-823-387-8766,1243.46,AUTOMOBILE,Excellent customer service experience 319
320,Customer#000000320,Details for Customer 320,14,13-464-612-5328,1761.2,FURNITURE,Excellent customer service experience 320
321,Customer#000000321,Details for Customer 321,15,17-297-243-1984,1614.91,AUTOMOBILE,Excellent customer service experience 321
322,Customer#000000322,Details for Customer 322,16,85-350-389-9610,811.66,BUILDING,Excellent customer service experience 322
323,Customer#000000323,Details for Customer 323,18,42-418-914-9376,794.65,FURNITURE,Excellent customer service experience 323
324,Customer#000000324,Details for Customer 324,14,76-412-131-2616,1706.15,BUILDING,Excellent customer service experience 324
325,Customer#000000325,Details for Customer 325,14,80-622-890-7326,935.36,ELECTRONICS,Excellent customer service experience 325
326,Customer#000000326,Details for Customer 326,17,24-263-280-8984,917.44,AUTOMOBILE,Excellent customer service experience 326
327,Customer#000000327,Details for Customer 327,17,61-330-974-1470,1768.37,ELECTRONICS,Excellent customer service experience 327
328,Customer#000000328,Details for Customer 328,14,55-657-858-1741,861.84,ELECTRONICS,Excellent customer service experience 328
329,Customer#000000329,Details for Customer 329,15,90-965-760-9702,910.99,FURNITURE,Excellent customer service experience 329
330,Customer#000000330,Details for Customer 330,17,49-710-270-3870,1526.89,ELECTRONICS,Excellent customer service experience 330
331,Customer#000000331,Details for Customer 331,14,58-789-441-8296,1347.25,ELECTRONICS,Excellent customer service experience 331
332,Customer#000000332,Details for Customer 332,19,32-675-949-5032,778.16,BUILDING,Excellent customer service experience 332
333,Customer#000000333,Details for Customer 333,15,47-736-657-3038,725.7,AUTOMOBILE,Excellent customer service experience 333
334,Customer#000000334,Details for Customer 334,19,58-141-347-5181,1208.61,FURNITURE,Excellent customer service experience 334
335,Customer#000000335,Details for Customer 335,11,90-117-638-1939,1441.13,AUTOMOBILE,Excellent customer service experience 335
336,Customer#000000336,Details for Customer 336,14,32-808-412-2609,1265.91,AUTOMOBILE,Excellent customer service experience 336
337,Customer#000000337,Details for Customer 337,10,95-911-419-8096,952.37,FURNITURE,Excellent customer service experience 337
338,Customer#000000338,Details for Customer 338,11,35-214-572-6317,513.43,ELECTRONICS,Excellent customer service experience 338
339,Customer#000000339,Details for Customer 339,13,72-810-795-6388,1528.64,AUTOMOBILE,Excellent customer service experience 339
340,Customer#000000340,Details for Customer 340,19,12-696-162-4830,1746.47,BUILDING,Excellent customer service experience 340
341,Customer#000000341,Details for Customer 341,12,10-119-775-7998,1539.11,AUTOMOBILE,Excellent customer service experience 341
342,Customer#000000342,Details for Customer 342,10,29-861-735-5481,1712.52,FURNITURE,Excellent customer service experience 342
343,Customer#000000343,Details for Customer 343,17,40-603-849-7115,515.3,ELECTRONICS,Excellent customer service experience 343
344,Customer#000000344,Details for Customer 344,12,70-304-983-2049,681.83,ELECTRONICS,Excellent customer service experience 344
345,Customer#000000345,Details for Customer 345,19,59-629-436-6110,1821.26,ELECTRONICS,Excellent customer service experience 345
346,Customer#000000346,Details for Customer 346,10,35-179-925-3047,1394.22,AUTOMOBILE,Excellent customer service experience 346
347,Customer#000000347,Details for Customer 347,11,50-383-366-2777,736.75,FURNITURE,Excellent customer service experience 347
348,Customer#000000348,Details for Customer 348,18,98-610-760-4791,1030.02,ELECTRONICS,Excellent customer service experience 348
349,Customer#000000349,Details for Customer 349,11,61-957-584-4838,1024.6,ELECTRONICS,Excellent customer service experience 349
350,Customer#000000350,Details for Customer 350,11,19-978-963-5259,1786.46,BUILDING,Excellent customer service experience 350
351,Customer#000000351,Details for Customer 351,15,83-493-884-8271,562.43,AUTOMOBILE,Excellent customer service experience 351
352,Customer#000000352,Details for Customer 352,19,23-980-652-6743,1459.06,FURNITURE,Excellent customer service experience 352
353,Customer#000000353,Details for Customer 353,16,63-207-990-7796,547.89,FURNITURE,Excellent customer service experience 353
354,Customer#000000354,Details for Customer 354,16,19-141-372-5131,595.53,BUILDING,Excellent customer service experience 354
355,Customer#000000355,Details for Customer 355,18,79-647-553-9666,1400.98,AUTOMOBILE,Excellent customer service experience 355
356,Customer#000000356,Details for Customer 356,11,59-388-863-3478,1799.8,BUILDING,Excellent customer service experience 356
